Index,Fixture,Date,Promotion,Match type,Event,WON rating
198,Buh Buh Ray Dudley & D-Von Dudley vs. The Rock,05/16/2000,World Wrestling Federation,Two On One Handicap Lumberjack Table,WWF SmackDown #40 ,
199,Chris Benoit vs. Chris Jericho,05/21/2000,World Wrestling Federation,Submission,WWF Judgment Day 2000 ,****
200,Dean Malenko vs. Eddie Guerrero vs. Perry Saturn,05/21/2000,World Wrestling Federation,Triple Threat,WWF Judgment Day 2000 ,***1/4
201,The Rock vs. Triple H,05/21/2000,World Wrestling Federation,Iron Man,WWF Judgment Day 2000 ,****
202,Buh Buh Ray Dudley & D-Von Dudley vs. The Road Dogg & X-Pac,05/21/2000,World Wrestling Federation,Tag Team Tables,WWF Judgment Day 2000 ,
203,Shane McMahon vs. The Big Show,05/21/2000,World Wrestling Federation,No Holds Barred Falls Count Anywhere,WWF Judgment Day 2000 ,
204,"Christian, Edge & Kurt Angle vs. Grandmaster Sexay, Rikishi & Scotty 2 Hotty",05/21/2000,World Wrestling Federation,Six Man Tag Team,WWF Judgment Day 2000 ,
205,Buh Buh Ray Dudley & D-Von Dudley vs. Bull Buchanan & The Big Bossman,05/22/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #365 ,
206,Chris Benoit vs. Val Venis,05/22/2000,World Wrestling Federation,Singles,WWF RAW is WAR #365 ,
207,"Albert, Test, The Road Dogg & X-Pac vs. Buh Buh Ray Dudley, D-Von Dudley, Grandmaster Sexay & Scotty 2 Hotty",05/23/2000,World Wrestling Federation,Eight Man Tag Team,WWF SmackDown #41 ,
208,Chris Jericho vs. Hardcore Holly vs. Val Venis,05/23/2000,World Wrestling Federation,Triple Threat,WWF SmackDown #41 ,
209,Eddie Guerrero vs. The British Bulldog,05/23/2000,World Wrestling Federation,Singles,WWF Sunday Night Heat #96 ,
210,Kane vs. Triple H,05/30/2000,World Wrestling Federation,Singles,WWF SmackDown #42 ,
211,Christian & Edge vs. The Rock,05/30/2000,World Wrestling Federation,Two On One Handicap,WWF SmackDown #42 ,
212,The Rock vs. Triple H,06/05/2000,World Wrestling Federation,Singles,WWF RAW is WAR #367 ,
213,Chris Benoit vs. Jeff Hardy,06/06/2000,World Wrestling Federation,Singles,WWF SmackDown #43 ,
214,"Kane, The Rock & The Undertaker vs. The Road Dogg, Triple H & X-Pac",06/06/2000,World Wrestling Federation,Six Man Tag Team,WWF SmackDown #43 ,
215,Kane vs. The Rock,06/12/2000,World Wrestling Federation,No Holds Barred,WWF RAW is WAR #368 ,
216,Chris Benoit vs. Matt Hardy,06/12/2000,World Wrestling Federation,Singles,WWF RAW is WAR #368 ,
217,Chris Jericho vs. Triple H,06/12/2000,World Wrestling Federation,Singles,WWF RAW is WAR #368 ,
218,Buh Buh Ray Dudley & D-Von Dudley vs. Shane McMahon & Vince McMahon,06/12/2000,World Wrestling Federation,Tag Team Table,WWF RAW is WAR #368 ,
219,Hardcore Holly vs. Triple H,06/13/2000,World Wrestling Federation,Singles,WWF Sunday Night Heat #99 ,
220,Kurt Angle vs. The Rock,06/13/2000,World Wrestling Federation,Singles,WWF SmackDown #44 ,
221,Edge vs. Grandmaster Sexay,06/13/2000,World Wrestling Federation,Singles,WWF SmackDown #44 ,
222,Albert & Test vs. The Rock,06/19/2000,World Wrestling Federation,Two On One Handicap,WWF RAW is WAR #369 ,
223,Jeff Hardy & Matt Hardy vs. Kane,06/19/2000,World Wrestling Federation,Two On One Handicap,WWF RAW is WAR #369 ,
224,Chris Jericho vs. Edge,06/19/2000,World Wrestling Federation,Singles,WWF RAW is WAR #369 ,
225,Chris Jericho vs. Hardcore Holly,06/20/2000,World Wrestling Federation,Singles,WWF SmackDown #45 ,
226,Chris Jericho vs. Kurt Angle,06/25/2000,World Wrestling Federation,Singles,WWF King Of The Ring 2000 ,***1/4
227,"Kane, The Rock & The Undertaker vs. Shane McMahon, Triple H & Vince McMahon",06/25/2000,World Wrestling Federation,Six Man Tag Team,WWF King Of The Ring 2000 ,
228,Kurt Angle vs. Rikishi,06/25/2000,World Wrestling Federation,Singles,WWF King Of The Ring 2000 ,
229,"Buh Buh Ray Dudley & D-Von Dudley vs. The Road Dogg, Tori & X-Pac",06/25/2000,World Wrestling Federation,Three On Two Handicap Dumpster,WWF King Of The Ring 2000 ,
230,Albert & Test vs. Christian & Edge vs. Grandmaster Sexay & Scotty 2 Hotty vs. Jeff Hardy & Matt Hardy,06/25/2000,World Wrestling Federation,Four Corners Elimination,WWF King Of The Ring 2000 ,
231,Eddie Guerrero vs. Val Venis,06/25/2000,World Wrestling Federation,Singles,WWF King Of The Ring 2000 ,
232,Kurt Angle vs. The Rock vs. Triple H,06/26/2000,World Wrestling Federation,Triple Threat,WWF RAW is WAR #370 ,
233,Hardcore Holly vs. Kurt Angle,06/27/2000,World Wrestling Federation,Singles,WWF SmackDown #46 ,
234,"Buh Buh Ray Dudley, Chris Jericho & D-Von Dudley vs. The Road Dogg, Triple H & X-Pac",06/27/2000,World Wrestling Federation,Six Man Tag Team,WWF SmackDown #46 ,
235,Al Snow vs. Crash,06/27/2000,World Wrestling Federation,Singles,WWF SmackDown #46 ,
236,Jeff Hardy vs. Val Venis,07/03/2000,World Wrestling Federation,Singles,WWF RAW is WAR #371 ,
237,Buh Buh Ray Dudley & D-Von Dudley vs. Chaz & D-Lo Brown,07/04/2000,World Wrestling Federation,Tag Team,WWF SmackDown #47 ,
238,Chris Jericho vs. Kurt Angle,07/04/2000,World Wrestling Federation,Singles,WWF SmackDown #47 ,
239,Chris Benoit vs. The Rock,07/10/2000,World Wrestling Federation,Singles,WWF RAW is WAR #372 ,
240,Triple H vs. X-Pac,07/10/2000,World Wrestling Federation,Singles,WWF RAW is WAR #372 ,
241,Kane vs. Rikishi vs. Val Venis,07/10/2000,World Wrestling Federation,Triple Threat,WWF RAW is WAR #372 ,
242,Chris Jericho vs. The Road Dogg,07/10/2000,World Wrestling Federation,Singles,WWF RAW is WAR #372 ,
243,Albert & Test vs. Grandmaster Sexay & Scotty 2 Hotty vs. Jeff Hardy & Matt Hardy,07/10/2000,World Wrestling Federation,Three Way Elimination Tag Team,WWF RAW is WAR #372 ,
244,The Undertaker vs. Triple H,07/11/2000,World Wrestling Federation,No Disqualification,WWF SmackDown #48 ,
245,Chris Benoit vs. Chyna & Eddie Guerrero,07/11/2000,World Wrestling Federation,Two On One Handicap,WWF SmackDown #48 ,
246,"Albert, Test & Val Venis vs. Grandmaster Sexay, Rikishi & Scotty 2 Hotty",07/11/2000,World Wrestling Federation,Six Man Tag Team,WWF SmackDown #48 ,
247,Jeff Hardy & Matt Hardy vs. The Road Dogg & X-Pac,07/11/2000,World Wrestling Federation,Tag Team,WWF SmackDown #48 ,
248,Kane & The Undertaker vs. Kurt Angle & Triple H,07/17/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #373 ,
249,"Bradshaw, Faarooq & The Rock vs. Chris Benoit, Christian & Edge",07/17/2000,World Wrestling Federation,Six Man Tag Team,WWF RAW is WAR #373 ,
250,Chris Benoit & Triple H vs. Chris Jericho & The Rock,07/18/2000,World Wrestling Federation,Tag Team,WWF SmackDown #49 ,
251,Al Snow vs. Steve Blackman,07/18/2000,World Wrestling Federation,Singles,WWF SmackDown #49 ,
252,Chris Benoit vs. The Rock,07/23/2000,World Wrestling Federation,Singles,WWF Fully Loaded 2000 ,****1/4
253,Chris Jericho vs. Triple H,07/23/2000,World Wrestling Federation,Last Man Standing,WWF Fully Loaded 2000 ,****1/2
254,Kurt Angle vs. The Undertaker,07/23/2000,World Wrestling Federation,Singles,WWF Fully Loaded 2000 ,
255,Bradshaw & Faarooq vs. Christian & Edge,07/23/2000,World Wrestling Federation,Tag Team,WWF Fully Loaded 2000 ,
256,Eddie Guerrero vs. Perry Saturn,07/23/2000,World Wrestling Federation,Singles,WWF Fully Loaded 2000 ,
257,Al Snow vs. Tazz,07/23/2000,World Wrestling Federation,Singles,WWF Fully Loaded 2000 ,
258,Rikishi vs. Val Venis,07/23/2000,World Wrestling Federation,Steel Cage,WWF Fully Loaded 2000 ,
259,"Albert, Test & Trish Stratus vs. Jeff Hardy, Lita & Matt Hardy",07/23/2000,World Wrestling Federation,Six Man Tag Team,WWF Fully Loaded 2000 ,
260,Steve Blackman vs. The Road Dogg,07/24/2000,World Wrestling Federation,Singles,WWF RAW is WAR #374 ,
261,Chris Benoit & Kurt Angle vs. Kane & The Rock,07/24/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #374 ,
262,Kurt Angle vs. The Rock,07/25/2000,World Wrestling Federation,Singles,WWF SmackDown #50 ,
263,Chaz & D-Lo Brown vs. Jeff Hardy & Matt Hardy,07/25/2000,World Wrestling Federation,Tag Team,WWF SmackDown #50 ,
264,Steve Blackman vs. X-Pac,07/25/2000,World Wrestling Federation,Singles,WWF SmackDown #50 ,
265,Buh Buh Ray Dudley & D-Von Dudley vs. Chris Benoit & Kurt Angle,07/31/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #375 ,
266,Lita & The Rock vs. Triple H & Trish Stratus,07/31/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #375 ,
267,Al Snow & Steve Blackman vs. The Road Dogg & X-Pac,07/31/2000,World Wrestling Federation,Hardcore Tag Team,WWF RAW is WAR #375 ,
268,"Buh Buh Ray Dudley, D-Von Dudley & Lita vs. Kurt Angle, Stephanie McMahon-Helmsley & Triple H",08/01/2000,World Wrestling Federation,Six Man Tag Team,WWF SmackDown #51 ,
269,Chris Benoit & The Big Show vs. Kane & The Rock,08/01/2000,World Wrestling Federation,Tag Team,WWF SmackDown #51 ,
270,Chris Jericho vs. Kurt Angle vs. Triple H,08/07/2000,World Wrestling Federation,Triple Threat,WWF RAW is WAR #376 ,
271,Chris Benoit vs. The Rock,08/07/2000,World Wrestling Federation,No Disqualification,WWF RAW is WAR #376 ,
272,Kurt Angle & Triple H vs. The Rock & The Undertaker,08/08/2000,World Wrestling Federation,Tag Team,WWF SmackDown #52 ,
273,"Buh Buh Ray Dudley, D-Von Dudley & The Rock vs. Kurt Angle, Shane McMahon & Triple H",08/14/2000,World Wrestling Federation,Six Man Tag Team,WWF RAW is WAR #377 ,
274,"Bull Buchanan & The Goodfather vs. Jeff Hardy, Lita & Matt Hardy",08/14/2000,World Wrestling Federation,Three On Two Handicap,WWF RAW is WAR #377 ,
275,The Rock vs. Triple H,08/15/2000,World Wrestling Federation,Singles,WWF SmackDown #53 ,
276,Lita vs. Stephanie McMahon-Helmsley,08/21/2000,World Wrestling Federation,Singles,WWF RAW is WAR #378 ,
277,Bradshaw & Faarooq vs. Kurt Angle & Triple H,08/21/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #378 ,
278,Kurt Angle & Stephanie McMahon-Helmsley vs. Lita & The Rock,08/22/2000,World Wrestling Federation,Tag Team,WWF SmackDown #54 ,
279,Kurt Angle vs. The Rock vs. Triple H,08/27/2000,World Wrestling Federation,Triple Threat,WWF SummerSlam 2000 ,***3/4
280,Buh Buh Ray Dudley & D-Von Dudley vs. Christian & Edge vs. Jeff Hardy & Matt Hardy,08/27/2000,World Wrestling Federation,"Tables, Ladders & Chairs",WWF SummerSlam 2000 ,****1/2
281,Chris Benoit vs. Chris Jericho,08/27/2000,World Wrestling Federation,Best Two Out Of Three Falls,WWF SummerSlam 2000 ,***1/4
282,Kane vs. The Undertaker,08/27/2000,World Wrestling Federation,Singles,WWF SummerSlam 2000 ,
283,Shane McMahon vs. Steve Blackman,08/27/2000,World Wrestling Federation,Singles,WWF SummerSlam 2000 ,
284,Chyna & Eddie Guerrero vs. Trish Stratus & Val Venis,08/27/2000,World Wrestling Federation,Mixed Tag Team,WWF SummerSlam 2000 ,
285,Kane vs. The Rock,08/28/2000,World Wrestling Federation,Singles,WWF RAW is WAR #379 ,
286,Chyna vs. Val Venis,08/28/2000,World Wrestling Federation,Singles,WWF RAW is WAR #379 ,
287,"Albert, Chris Benoit & Test vs. Bradshaw, Chris Jericho & Faarooq",08/28/2000,World Wrestling Federation,Six Man Tag Team,WWF RAW is WAR #379 ,
288,Eddie Guerrero vs. Kurt Angle,08/29/2000,World Wrestling Federation,Singles,WWF SmackDown #55 ,
289,Al Snow vs. Perry Saturn,08/29/2000,World Wrestling Federation,Singles,WWF SmackDown #55 ,
290,Christian & Edge vs. The Rock & The Undertaker,09/04/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #380 ,
291,Christian & Kane vs. The Rock,09/05/2000,World Wrestling Federation,Two On One Handicap,WWF SmackDown #56 ,
292,Albert & Test vs. Triple H,09/05/2000,World Wrestling Federation,Two On One Handicap,WWF SmackDown #56 ,
293,Chris Jericho vs. X-Pac,09/05/2000,World Wrestling Federation,Singles,WWF SmackDown #56 ,
294,Chris Benoit & Kane vs. The Rock & The Undertaker,09/11/2000,World Wrestling Federation,No Disqualification Tag Team,WWF RAW is WAR #381 ,
295,Chris Jericho vs. Triple H,09/11/2000,World Wrestling Federation,Singles,WWF RAW is WAR #381 ,
296,Albert & Test vs. Kurt Angle & Triple H,09/12/2000,World Wrestling Federation,Tag Team,WWF SmackDown #57 ,
297,Buh Buh Ray Dudley & D-Von Dudley vs. The Rock & The Undertaker,09/12/2000,World Wrestling Federation,Tag Team Table,WWF SmackDown #57 ,
298,"Albert, Test & Trish Stratus vs. Kurt Angle, Stephanie McMahon-Helmsley & Triple H",09/18/2000,World Wrestling Federation,Six Man Tag Team,WWF RAW is WAR #382 ,
299,"Chris Benoit, Kane & Kurt Angle vs. The Rock, The Undertaker & Triple H",09/19/2000,World Wrestling Federation,Six Man Tag Team,WWF SmackDown #58 ,
300,Kurt Angle vs. Triple H,09/24/2000,World Wrestling Federation,No Disqualification,WWF Unforgiven 2000 ,***1/4
301,Chris Benoit vs. Kane vs. The Rock vs. The Undertaker,09/24/2000,World Wrestling Federation,Four Way,WWF Unforgiven 2000 ,***1/2
302,Chris Jericho vs. X-Pac,09/24/2000,World Wrestling Federation,Singles,WWF Unforgiven 2000 ,***1/2
303,Christian & Edge vs. Jeff Hardy & Matt Hardy,09/24/2000,World Wrestling Federation,Steel Cage Tag Team,WWF Unforgiven 2000 ,***1/2
304,Eddie Guerrero vs. Rikishi,09/24/2000,World Wrestling Federation,Singles,WWF Unforgiven 2000 ,
305,"Bradshaw, Buh Buh Ray Dudley, D-Von Dudley & Faarooq vs. Bull Buchanan, Steven Richards, The Goodfather & Val Venis",09/24/2000,World Wrestling Federation,Eight Man Tag Team,WWF Unforgiven 2000 ,
306,Al Snow vs. Crash vs. Funaki vs. Perry Saturn vs. Steve Blackman vs. Test,09/24/2000,World Wrestling Federation,Unlimited Title Changes In Ten Minutes,WWF Unforgiven 2000 ,
307,Jerry Lawler vs. Tazz,09/24/2000,World Wrestling Federation,Leather Strap,WWF Unforgiven 2000 ,
308,Chris Benoit vs. The Rock,09/25/2000,World Wrestling Federation,Singles,WWF RAW is WAR #383 ,
309,Christian & Edge vs. Jeff Hardy & Matt Hardy,09/25/2000,World Wrestling Federation,Tag Team Ladder,WWF RAW is WAR #383 ,
310,Chris Benoit & Kurt Angle vs. The Rock & Triple H,09/26/2000,World Wrestling Federation,Tag Team,WWF SmackDown #59 ,
311,"Albert, Kane & Test vs. Grandmaster Sexay, Rikishi & Scotty 2 Hotty",09/26/2000,World Wrestling Federation,Six Man Tag Team,WWF SmackDown #59 ,
312,Steve Blackman vs. The Road Dogg,09/26/2000,World Wrestling Federation,Singles,WWF SmackDown #59 ,
313,Kurt Angle vs. Triple H,10/02/2000,World Wrestling Federation,Singles,WWF RAW is WAR #384 ,
314,Chris Benoit & Kane vs. Rikishi & The Rock,10/02/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #384 ,
315,Kane vs. The Rock,10/03/2000,World Wrestling Federation,Singles,WWF SmackDown #60 ,
316,"Chaz, D-Lo Brown & Jacqueline vs. Jeff Hardy, Lita & Matt Hardy",10/03/2000,World Wrestling Federation,Six Man Tag Team,WWF SmackDown #60 ,
317,Kane & Kurt Angle vs. Rikishi & The Rock,10/09/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #385 ,
318,Chaz & D-Lo Brown vs. Jeff Hardy & Matt Hardy,10/09/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #385 ,
319,Chris Benoit & X-Pac vs. Chris Jericho & Triple H,10/09/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #385 ,
320,The Rock vs. Val Venis,10/10/2000,World Wrestling Federation,Singles,WWF SmackDown #61 ,
321,Chris Benoit & Perry Saturn vs. The Road Dogg & Triple H,10/10/2000,World Wrestling Federation,Tag Team,WWF SmackDown #61 ,
322,Buh Buh Ray Dudley & D-Von Dudley vs. Chaz & D-Lo Brown,10/10/2000,World Wrestling Federation,Table Tag Team,WWF SmackDown #61 ,
323,"Christian, Edge & Kurt Angle vs. Jeff Hardy, Matt Hardy & The Rock",10/16/2000,World Wrestling Federation,Six Man Tag Team,WWF RAW is WAR #386 ,
324,The Road Dogg vs. Val Venis,10/16/2000,World Wrestling Federation,Singles,WWF RAW is WAR #386 ,
325,Buh Buh Ray Dudley & D-Von Dudley vs. Christian & Edge,10/16/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #386 ,
326,Kane vs. Triple H,10/16/2000,World Wrestling Federation,Singles,WWF RAW is WAR #386 ,
327,Albert & Test vs. Bradshaw & Faarooq,10/16/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #386 ,
328,Chris Benoit vs. Kurt Angle vs. The Rock vs. Triple H,10/17/2000,World Wrestling Federation,Four Corners,WWF SmackDown #62 ,
329,"Chris Jericho, Jeff Hardy & Matt Hardy vs. Christian, Edge & X-Pac",10/17/2000,World Wrestling Federation,Six Man Tag Team,WWF SmackDown #62 ,
330,Albert & Test vs. Bradshaw & Faarooq vs. Buh Buh Ray Dudley & D-Von Dudley vs. Bull Buchanan & The Goodfather vs. Chaz & D-Lo Brown vs. Christian & Edge vs. Grandmaster Sexay & Scotty 2 Hotty,10/17/2000,World Wrestling Federation,Tag Team Battle Royal,WWF SmackDown #62 ,
331,Chris Benoit vs. Triple H,10/22/2000,World Wrestling Federation,Singles,WWF No Mercy 2000 ,****
332,Chris Jericho vs. X-Pac,10/22/2000,World Wrestling Federation,Steel Cage,WWF No Mercy 2000 ,***1/2
333,Kurt Angle vs. The Rock,10/22/2000,World Wrestling Federation,No Disqualification,WWF No Mercy 2000 ,****1/4
334,Christian & Edge vs. Jeff Hardy & Matt Hardy,10/22/2000,World Wrestling Federation,Tag Team,WWF No Mercy 2000 ,
335,Naked Mideon vs. William Regal,10/22/2000,World Wrestling Federation,Singles,WWF No Mercy 2000 ,
336,Rikishi vs. Steve Austin,10/22/2000,World Wrestling Federation,No Holds Barred,WWF No Mercy 2000 ,
337,Chyna & Mr. Ass vs. Steven Richards & Val Venis,10/22/2000,World Wrestling Federation,Tag Team,WWF No Mercy 2000 ,
338,Buh Buh Ray Dudley & D-Von Dudley vs. Bull Buchanan & The Goodfather vs. Chaz & D-Lo Brown vs. Grandmaster Sexay & Scotty 2 Hotty vs. Raven & Tazz,10/22/2000,World Wrestling Federation,Tag Team Table Gauntlet,WWF No Mercy 2000 ,
339,Kurt Angle vs. The Rock vs. Triple H,10/23/2000,World Wrestling Federation,Triple Threat,WWF RAW is WAR #387 ,
340,"Billy Gunn, Chyna & The Rock vs. Bull Buchanan, The Goodfather & Val Venis",10/24/2000,World Wrestling Federation,Six Man Tag Team,WWF SmackDown #63 ,
341,Chris Jericho vs. Kurt Angle,10/24/2000,World Wrestling Federation,Singles,WWF SmackDown #63 ,
342,Buh Buh Ray Dudley & D-Von Dudley vs. Jeff Hardy & Matt Hardy,10/24/2000,World Wrestling Federation,Tag Team,WWF SmackDown #63 ,
343,Just Joe vs. Steve Blackman,10/30/2000,World Wrestling Federation,Singles,WWF Jakked #63 ,
344,Chris Jericho vs. The Rock,10/30/2000,World Wrestling Federation,Singles,WWF RAW is WAR #388 ,
345,Kurt Angle vs. Triple H,10/30/2000,World Wrestling Federation,Singles,WWF RAW is WAR #388 ,
346,"Bull Buchanan, Ivory & The Goodfather vs. Jeff Hardy, Lita & Matt Hardy",10/30/2000,World Wrestling Federation,Six Man Tag Team,WWF RAW is WAR #388 ,
347,Rikishi vs. Steve Austin,10/30/2000,World Wrestling Federation,Steel Cage,WWF RAW is WAR #388 ,
348,Kurt Angle vs. The Rock,10/31/2000,World Wrestling Federation,Singles,WWF SmackDown #64 ,
349,Kurt Angle & Rikishi vs. Steve Austin,11/06/2000,World Wrestling Federation,Two On One Handicap,WWF RAW is WAR #389 ,
350,Bull Buchanan & The Goodfather vs. Jeff Hardy & Matt Hardy,11/06/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #389 ,
351,"Billy Gunn, Chyna, The Road Dogg & Triple H vs. Chris Benoit, Dean Malenko, Eddie Guerrero & Perry Saturn",11/06/2000,World Wrestling Federation,Eight Man Tag Team,WWF RAW is WAR #389 ,
352,The Undertaker vs. Val Venis,11/06/2000,World Wrestling Federation,Singles,WWF RAW is WAR #389 ,
353,Chris Benoit vs. Chris Jericho vs. Kane vs. The Undertaker,11/07/2000,World Wrestling Federation,Four Corners,WWF SmackDown #65 ,
354,"Christian, Edge & Kurt Angle vs. Crash, Hardcore Holly & The Undertaker",11/13/2000,World Wrestling Federation,Six Man Tag Team,WWF RAW is WAR #390 ,
355,"Billy Gunn, Chyna, Steve Austin & The Rock vs. Chris Benoit, Dean Malenko, Eddie Guerrero & Perry Saturn",11/13/2000,World Wrestling Federation,Eight Man Tag Team,WWF RAW is WAR #390 ,
356,Buh Buh Ray Dudley & D-Von Dudley vs. Raven & Tazz,11/13/2000,World Wrestling Federation,Tag Team,WWF RAW is WAR #390 ,
357,Chris Benoit vs. The Rock,11/14/2000,World Wrestling Federation,Singles,WWF SmackDown #66 ,
358,Chris Jericho & The Undertaker vs. Kane & Kurt Angle,11/14/2000,World Wrestling Federation,No Disqualification Tag Team,WWF SmackDown #66 ,
359,"Buh Buh Ray Dudley, D-Von Dudley, Jeff Hardy & Matt Hardy vs. Bull Buchanan, Christian, Edge & The Goodfather",11/19/2000,World Wrestling Federation,Survivor Series Elimination Eight Man Tag Team,WWF Survivor Series 2000 ,**3/4
360,Kurt Angle vs. The Undertaker,11/19/2000,World Wrestling Federation,Singles,WWF Survivor Series 2000 ,**3/4
361,Rikishi vs. The Rock,11/19/2000,World Wrestling Federation,Singles,WWF Survivor Series 2000 ,***
