Index,Fixture,Date,Promotion,Match type,Event
3605,"Chase Owens, Hikuleo & Tanga Loa vs. David Finlay, Juice Robinson & Misterioso Jr.",12/11/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW STRONG #19 - Detonation 2020 - Tag 1
3606,ACH vs. Tama Tonga,12/11/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #19 - Detonation 2020 - Tag 1
3607,Jay White vs. Karl Fredericks,12/11/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #19 - Detonation 2020 - Tag 1
3608,"Chase Owens, Hikuleo & Tanga Loa vs. David Finlay, Juice Robinson & Misterioso",12/11/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW STRONG #19 - Detonation 2020 - Tag 1
3609,El Desperado vs. Hiromu Takahashi,12/11/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 17
3610,David Finlay & Juice Robinson vs. Tama Tonga & Tanga Loa,12/11/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 17
3611,"Bad Luck Fale, Chase Owens & Taiji Ishimori vs. Robbie Eagles, SHO & Toru Yano",12/11/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 17
3612,"Great-O-Khan, Jeff Cobb & Will Ospreay vs. Hiroshi Tanahashi, Kazuchika Okada & Toa Henare",12/11/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 17
3613,BUSHI & Tetsuya Naito vs. Kota Ibushi & Master Wato,12/11/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 17
3614,Robbie Eagles vs. Yuya Uemura,12/06/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 16
3615,DOUKI vs. Ryusuke Taguchi,12/06/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 16
3616,SHO vs. Taiji Ishimori,12/06/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 16
3617,Taichi & Zack Sabre Jr. vs. Tomohiro Ishii & Toru Yano,12/06/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 16
3618,BUSHI vs. El Desperado,12/06/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 16
3619,David Finlay & Juice Robinson vs. Hirooki Goto & YOSHI-HASHI,12/06/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 16
3620,Hiromu Takahashi vs. Master Wato,12/06/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 16
3621,Great-O-Khan & Jeff Cobb vs. SANADA & Shingo Takagi,12/06/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 16
3622,SHO vs. Yuya Uemura,12/05/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 15
3623,BUSHI vs. DOUKI,12/05/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 15
3624,El Desperado vs. Robbie Eagles,12/05/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 15
3625,"Kota Ibushi, Satoshi Kojima & Tomoaki Honma vs. SANADA, Shingo Takagi & Tetsuya Naito",12/05/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 15
3626,Master Wato vs. Taiji Ishimori,12/05/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 15
3627,Hiromu Takahashi vs. Ryusuke Taguchi,12/05/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 15
3628,Satoshi Kojima & Tomoaki Honma vs. Yota Tsuji & Yuya Uemura,12/04/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 14
3629,Alex Zayne vs. Blake Christian,12/04/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #18 - Road To Detonation 2020 - Tag 2
3630,Sterling Riegel vs. The DKC,12/04/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #18 - Road To Detonation 2020 - Tag 2
3631,"ACH, Brody King, David Finlay, Juice Robinson & Karl Fredericks vs. Hikuleo, Jay White, KENTA, Tama Tonga & Tanga Loa",12/04/2020,New Japan Pro Wrestling,Ten Man Tag Team Elimination,NJPW STRONG #18 - Road To Detonation 2020 - Tag 2
3632,Hiroshi Tanahashi & Toa Henare vs. SANADA & Shingo Takagi,12/04/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 14
3633,David Finlay & Juice Robinson vs. Tomohiro Ishii & Toru Yano,12/04/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 14
3634,Bad Luck Fale & Chase Owens vs. Taichi & Zack Sabre Jr.,12/04/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 14
3635,EVIL & Yujiro Takahashi vs. Hirooki Goto & YOSHI-HASHI,12/04/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 14
3636,Great-O-Khan & Jeff Cobb vs. Tama Tonga & Tanga Loa,12/04/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 14
3637,Hiromu Takahashi vs. SHO,12/02/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 13
3638,DOUKI vs. Yuya Uemura,12/02/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 13
3639,El Desperado vs. Taiji Ishimori,12/02/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 13
3640,Gabriel Kidd & Yota Tsuji vs. Satoshi Kojima & Tomoaki Honma,12/02/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 13
3641,Robbie Eagles vs. Ryusuke Taguchi,12/02/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 13
3642,BUSHI vs. Master Wato,12/02/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 13
3643,Satoshi Kojima & Tomoaki Honma vs. Yota Tsuji & Yuji Nagata,11/30/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 12
3644,EVIL & Yujiro Takahashi vs. Great-O-Khan & Jeff Cobb,11/30/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 12
3645,Bad Luck Fale & Chase Owens vs. Hirooki Goto & YOSHI-HASHI,11/30/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 12
3646,Hiroshi Tanahashi & Toa Henare vs. Tomohiro Ishii & Toru Yano,11/30/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 12
3647,SANADA & Shingo Takagi vs. Tama Tonga & Tanga Loa,11/30/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 12
3648,David Finlay & Juice Robinson vs. Taichi & Zack Sabre Jr.,11/30/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 12
3649,Gabriel Kidd & Yuji Nagata vs. Satoshi Kojima & Tomoaki Honma,11/29/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 11
3650,Ryusuke Taguchi vs. Yuya Uemura,11/29/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 11
3651,DOUKI vs. El Desperado,11/29/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 11
3652,Master Wato vs. SHO,11/29/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 11
3653,BUSHI vs. Taiji Ishimori,11/29/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 11
3654,Hiromu Takahashi vs. Robbie Eagles,11/29/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 11
3655,Satoshi Kojima & Tomoaki Honma vs. Yota Tsuji & Yuji Nagata,11/28/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 10
3656,Great-O-Khan & Jeff Cobb vs. Tomohiro Ishii & Toru Yano,11/28/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 10
3657,Bad Luck Fale & Chase Owens vs. Hiroshi Tanahashi & Toa Henare,11/28/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 10
3658,EVIL & Yujiro Takahashi vs. Taichi & Zack Sabre Jr.,11/28/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 10
3659,David Finlay & Juice Robinson vs. SANADA & Shingo Takagi,11/28/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 10
3660,Hirooki Goto & YOSHI-HASHI vs. Tama Tonga & Tanga Loa,11/28/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 10
3661,Clark Connors vs. Logan Riegel,11/27/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #17 - Road To Detonation 2020 - Tag 1
3662,ACH & Juice Robinson vs. Adrian Quest & Jordan Clearwater,11/27/2020,New Japan Pro Wrestling,Tag Team,NJPW STRONG #17 - Road To Detonation 2020 - Tag 1
3663,"Danny Limelight, JR Kratos, Rust Taylor & Tom Lawlor vs. Fred Rosser, Jeff Cobb, PJ Black & Rocky Romero",11/27/2020,New Japan Pro Wrestling,Eight Man Tag Team,NJPW STRONG #17 - Road To Detonation 2020 - Tag 1
3664,Gabriel Kidd & Yuji Nagata vs. Satoshi Kojima & Tomoaki Honma,11/25/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 9
3665,Hiromu Takahashi vs. Yuya Uemura,11/25/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 9
3666,DOUKI vs. Master Wato,11/25/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 9
3667,BUSHI vs. Ryusuke Taguchi,11/25/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 9
3668,Robbie Eagles vs. Taiji Ishimori,11/25/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 9
3669,El Desperado vs. SHO,11/25/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 9
3670,Satoshi Kojima & Tomoaki Honma vs. Yota Tsuji & Yuji Nagata,11/24/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 8
3671,Bad Luck Fale & Chase Owens vs. David Finlay & Juice Robinson,11/24/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 8
3672,EVIL & Yujiro Takahashi vs. Hiroshi Tanahashi & Toa Henare,11/24/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 8
3673,Tama Tonga & Tanga Loa vs. Tomohiro Ishii & Toru Yano,11/24/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 8
3674,Great-O-Khan & Jeff Cobb vs. Taichi & Zack Sabre Jr.,11/24/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 8
3675,Hirooki Goto & YOSHI-HASHI vs. SANADA & Shingo Takagi,11/24/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 8
3676,Gabriel Kidd & Yuji Nagata vs. Satoshi Kojima & Tomoaki Honma,11/23/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 7
3677,El Desperado vs. Master Wato,11/23/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 7
3678,DOUKI vs. Hiromu Takahashi,11/23/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 7
3679,Taiji Ishimori vs. Yuya Uemura,11/23/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 7
3680,BUSHI vs. Robbie Eagles,11/23/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 7
3681,Ryusuke Taguchi vs. SHO,11/23/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 7
3682,Satoshi Kojima & Tomoaki Honma vs. Yota Tsuji & Yuji Nagata,11/22/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 6
3683,Taichi & Zack Sabre Jr. vs. Tama Tonga & Tanga Loa,11/22/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 6
3684,David Finlay & Juice Robinson vs. Great-O-Khan & Jeff Cobb,11/22/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 6
3685,Bad Luck Fale & Chase Owens vs. SANADA & Shingo Takagi,11/22/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 6
3686,Hirooki Goto & YOSHI-HASHI vs. Hiroshi Tanahashi & Toa Henare,11/22/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 6
3687,EVIL & Yujiro Takahashi vs. Tomohiro Ishii & Toru Yano,11/22/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 6
3688,David Finlay vs. KENTA,11/20/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #16 - Showdown 2020 - Tag 2
3689,Rocky Romero vs. Rust Taylor,11/20/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #16 - Showdown 2020 - Tag 2
3690,Clark Connors & The DKC vs. Logan Riegel & Sterling Riegel,11/20/2020,New Japan Pro Wrestling,Tag Team,NJPW STRONG #16 - Showdown 2020 - Tag 2
3691,Jeff Cobb vs. JR Kratos,11/20/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #16 - Showdown 2020 - Tag 2
3692,Gabriel Kidd & Yuji Nagata vs. Satoshi Kojima & Tomoaki Honma,11/20/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 5
3693,BUSHI vs. Hiromu Takahashi,11/20/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 5
3694,Robbie Eagles vs. SHO,11/20/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 5
3695,El Desperado vs. Yuya Uemura,11/20/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 5
3696,DOUKI vs. Taiji Ishimori,11/20/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 5
3697,Master Wato vs. Ryusuke Taguchi,11/20/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 5
3698,EVIL & Yujiro Takahashi vs. Tama Tonga & Tanga Loa,11/19/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 4
3699,Satoshi Kojima & Tomoaki Honma vs. Yota Tsuji & Yuji Nagata,11/19/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 4
3700,SANADA & Shingo Takagi vs. Taichi & Zack Sabre Jr.,11/19/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 4
3701,Hirooki Goto & YOSHI-HASHI vs. Tomohiro Ishii & Toru Yano,11/19/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 4
3702,Bad Luck Fale & Chase Owens vs. Great-O-Khan & Jeff Cobb,11/19/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 4
3703,David Finlay & Juice Robinson vs. Hiroshi Tanahashi & Toa Henare,11/19/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 4
3704,BUSHI vs. Yuya Uemura,11/18/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 3
3705,DOUKI vs. SHO,11/18/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 3
3706,El Desperado vs. Hiromu Takahashi,11/18/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 3
3707,Master Wato vs. Robbie Eagles,11/18/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 3
3708,Ryusuke Taguchi vs. Taiji Ishimori,11/18/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 3
3709,Gabriel Kidd & Yuji Nagata vs. Satoshi Kojima & Tomoaki Honma,11/18/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 3
3710,Gabriel Kidd vs. Yota Tsuji,11/16/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 2
3711,Hiroshi Tanahashi & Toa Henare vs. Taichi & Zack Sabre Jr.,11/16/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 2
3712,Bad Luck Fale & Chase Owens vs. Tama Tonga & Tanga Loa,11/16/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 2
3713,Great-O-Khan & Jeff Cobb vs. Hirooki Goto & YOSHI-HASHI,11/16/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 2
3714,David Finlay & Juice Robinson vs. EVIL & Yujiro Takahashi,11/16/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 2
3715,SANADA & Shingo Takagi vs. Tomohiro Ishii & Toru Yano,11/16/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 2
3716,Bad Luck Fale & Chase Owens vs. Tomohiro Ishii & Toru Yano,11/15/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 1
3717,Hirooki Goto & YOSHI-HASHI vs. Taichi & Zack Sabre Jr.,11/15/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 1
3718,EVIL & Yujiro Takahashi vs. SANADA & Shingo Takagi,11/15/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 1
3719,David Finlay & Juice Robinson vs. Tama Tonga & Tanga Loa,11/15/2020,New Japan Pro Wrestling,Tag Team,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 1
3720,DOUKI vs. Robbie Eagles,11/15/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 1
3721,BUSHI vs. SHO,11/15/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 1
3722,El Desperado vs. Ryusuke Taguchi,11/15/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 1
3723,Hiromu Takahashi vs. Taiji Ishimori,11/15/2020,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 1
3724,ACH & Blake Christian vs. Adrian Quest & Alex Zayne,11/13/2020,New Japan Pro Wrestling,Tag Team,NJPW STRONG #15 - Showdown 2020 - Tag 1
3725,"Brody King, Juice Robinson & Karl Fredericks vs. Chase Owens, Jay White & Tanga Loa",11/13/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW STRONG #15 - Showdown 2020 - Tag 1
3726,PJ Black vs. Tama Tonga,11/13/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #15 - Showdown 2020 - Tag 1
3727,Fred Rosser vs. Tom Lawlor,11/13/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #15 - Showdown 2020 - Tag 1
3728,Toru Yano vs. Zack Sabre Jr.,11/07/2020,New Japan Pro Wrestling,No Corner Pads,NJPW Power Struggle 2020
3729,Minoru Suzuki vs. Shingo Takagi,11/07/2020,New Japan Pro Wrestling,Singles,NJPW Power Struggle 2020
3730,Great-O-Khan vs. Kazuchika Okada,11/07/2020,New Japan Pro Wrestling,Singles,NJPW Power Struggle 2020
3731,Hiroshi Tanahashi vs. KENTA,11/07/2020,New Japan Pro Wrestling,Singles,NJPW Power Struggle 2020
3732,Jay White vs. Kota Ibushi,11/07/2020,New Japan Pro Wrestling,Singles,NJPW Power Struggle 2020
3733,EVIL vs. Tetsuya Naito,11/07/2020,New Japan Pro Wrestling,Singles,NJPW Power Struggle 2020
3734,Fred Rosser vs. Jordan Clearwater,11/06/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #14 - Road To Showdown 2020 - Tag 2
3735,Chase Owens vs. Danny Limelight,11/06/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #14 - Road To Showdown 2020 - Tag 2
3736,Jeff Cobb & Rocky Romero vs. JR Kratos & Rust Taylor,11/06/2020,New Japan Pro Wrestling,Tag Team,NJPW STRONG #14 - Road To Showdown 2020 - Tag 2
3737,"BUSHI, Hiromu Takahashi & Shingo Takagi vs. El Desperado, Minoru Suzuki & Yoshinobu Kanemaru",11/02/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Power Struggle 2020 - Tag 8
3738,Great-O-Khan & Will Ospreay vs. Kazuchika Okada & Yuya Uemura,11/02/2020,New Japan Pro Wrestling,Tag Team,NJPW Road To Power Struggle 2020 - Tag 8
3739,Gabriel Kidd vs. Yota Tsuji,11/02/2020,New Japan Pro Wrestling,Singles,NJPW Road To Power Struggle 2020 - Tag 8
3740,Hirooki Goto & YOSHI-HASHI vs. Taichi & Zack Sabre Jr.,11/02/2020,New Japan Pro Wrestling,Tag Team,NJPW Road To Power Struggle 2020 - Tag 8
3741,"DOUKI, Taichi & Zack Sabre Jr. vs. Hirooki Goto, Toru Yano & YOSHI-HASHI",11/01/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Power Struggle 2020 - Tag 7
3742,Gabriel Kidd & Kazuchika Okada vs. Great-O-Khan & Will Ospreay,11/01/2020,New Japan Pro Wrestling,Tag Team,NJPW Road To Power Struggle 2020 - Tag 7
3743,BUSHI & Hiromu Takahashi vs. El Desperado & Yoshinobu Kanemaru,11/01/2020,New Japan Pro Wrestling,Tag Team,NJPW Road To Power Struggle 2020 - Tag 7
3744,Clark Connors & The DKC vs. Logan Riegel & Sterling Riegel,10/30/2020,New Japan Pro Wrestling,Tag Team,NJPW STRONG #13 - Road To Showdown 2020 - Tag 1
3745,Blake Christian vs. Karl Fredericks,10/30/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #13 - Road To Showdown 2020 - Tag 1
3746,"Alex Zayne, David Finlay, Misterioso Jr. & PJ Black vs. Hikuleo, KENTA, Tama Tonga & Tanga Loa",10/30/2020,New Japan Pro Wrestling,Eight Man Tag Team,NJPW STRONG #13 - Road To Showdown 2020 - Tag 1
3747,"Alex Zayne, David Finlay, Misterioso & PJ Black vs. Hikuleo, KENTA, Tama Tonga & Tanga Loa",10/30/2020,New Japan Pro Wrestling,Eight Man Tag Team,NJPW STRONG #13 - Road To Showdown 2020 - Tag 1
3748,Yota Tsuji vs. Yuya Uemura,10/23/2020,New Japan Pro Wrestling,Singles,NJPW Road To Power Struggle 2020 - Tag 1
3749,Dick Togo & EVIL vs. SANADA & Tetsuya Naito,10/23/2020,New Japan Pro Wrestling,Tag Team,NJPW Road To Power Struggle 2020 - Tag 1
3750,"Gedo, Jay White & KENTA vs. Hiroshi Tanahashi, Kota Ibushi & Tomoaki Honma",10/23/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Power Struggle 2020 - Tag 1
3751,Clark Connors vs. Fred Rosser,10/23/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #12 - NEVER - Tag 2
3752,ACH vs. Karl Fredericks,10/23/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #12 - NEVER - Tag 2
3753,Brody King & Flip Gordon vs. Tama Tonga & Tanga Loa,10/23/2020,New Japan Pro Wrestling,Tag Team,NJPW STRONG #12 - NEVER - Tag 2
3754,"DOUKI, Taichi & Zack Sabre Jr. vs. Hirooki Goto, Tomohiro Ishii & YOSHI-HASHI",10/23/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Power Struggle 2020 - Tag 1
3755,Gabriel Kidd & Kazuchika Okada vs. Great-O-Khan & Will Ospreay,10/23/2020,New Japan Pro Wrestling,Tag Team,NJPW Road To Power Struggle 2020 - Tag 1
3756,"BUSHI, Hiromu Takahashi & Shingo Takagi vs. El Desperado, Minoru Suzuki & Yoshinobu Kanemaru",10/23/2020,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Power Struggle 2020 - Tag 1
3757,Jay White vs. Rocky Romero,10/23/2020,New Japan Pro Wrestling,Singles,NJPW STRONG #12 - NEVER - Tag 2
3758,Kota Ibushi vs. SANADA,10/18/2020,New Japan Pro Wrestling,Singles,NJPW G1 Climax 2020 - Tag 19
3759,Great-O-Khan & Will Ospreay vs. Kazuchika Okada & SHO,10/18/2020,New Japan Pro Wrestling,Tag Team,NJPW G1 Climax 2020 - Tag 19
