Index,Fixture,Date,Promotion,Match type,Event,WON rating
2647,Black Tiger vs. The Cobra,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2648,Brutus Beefcake vs. SD Jones,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2649,Johnny Rodz vs. Salvatore Bellomo,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2650,Antonio Inoki vs. David Schultz,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2651,Mike Rotundo vs. Rene Goulet,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2652,Bob Orton & Roddy Piper vs. Jimmy Snuka & Tonga Kid,12/28/1984,World Wrestling Federation,Tag Team,WWF on MSG Network ,***1/4
2653,Adrian Adonis & Dick Murdoch vs. Jack Brisco & Jerry Brisco,12/28/1984,World Wrestling Federation,Tag Team,WWF on MSG Network ,***
2654,Bobby Heenan vs. SD Jones,12/10/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2655,Paul Orndorff vs. The Junkyard Dog,12/10/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2656,Big John Studd vs. Hulk Hogan,12/10/1984,World Wrestling Federation,Bodyslam Challenge,WWF on MSG Network ,
2657,Charlie Fulton vs. SD Jones,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2658,Jose Luis Rivera vs. Moondog Spot,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2659,Angelo Mosca vs. Mr. Fuji,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2660,Bob Orton vs. Swede Hanson,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2661,Barry Windham vs. Moondog Rex,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2662,David Schultz vs. Rocky Johnson,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2663,David Sammartino vs. Ken Patera,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2664,Bobby Heenan vs. Salvatore Bellomo,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2665,Greg Valentine vs. Tito Santana,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2666,Roddy Piper vs. Tonga Kid,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network ,***1/4
2667,Andre The Giant vs. Big John Studd,11/10/1984,World Wrestling Federation,Singles,WWF on PRISM Network ,
2668,Nikolai Volkoff & The Iron Sheik vs. Sgt. Slaughter & The Junkyard Dog,11/10/1984,World Wrestling Federation,Texas Tornado Tag Team,WWF on PRISM Network ,
2669,Afa vs. Dick Murdoch,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2670,Mad Dog Vachon vs. Rick McGraw,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2671,David Bruno Sammartino vs. Moondog Spot,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2672,Ken Patera vs. Rocky Johnson,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2673,Adrian Adonis vs. Sika,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2674,Nikolai Volkoff vs. Sgt. Slaughter,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2675,Brutus Beefcake vs. Tony Garea,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2676,Big John Studd vs. Hulk Hogan,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2677,Greg Valentine vs. Tito Santana,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2678,Greg Valentine vs. SD Jones,10/21/1984,World Wrestling Federation,Singles,WWF TV Taping ,
2679,Nikolai Volkoff vs. Rocky Johnson,10/21/1984,World Wrestling Federation,Singles,WWF TV Taping ,
2680,Bobby Bass & Goldie Rogers vs. Davey Boy Smith & The Dynamite Kid,10/21/1984,World Wrestling Federation,Tag Team,WWF TV Taping ,
2681,Andre The Giant vs. Kamala,10/21/1984,World Wrestling Federation,Steel Cage,WWF TV Taping ,
2682,Big John Studd vs. SD Jones,10/14/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2683,Nikolai Volkoff & The Iron Sheik vs. Sgt. Slaughter & The Junkyard Dog,10/13/1984,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
2684,Big John Studd vs. Hulk Hogan,09/22/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2685,Greg Valentine vs. Tito Santana,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2686,Jimmy Snuka vs. Roddy Piper,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2687,B. Brian Blair vs. Iron Mike Sharpe,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2688,Rick McGraw vs. Salvatore Bellomo,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2689,Adrian Adonis & Dick Murdoch vs. Afa & Sika,08/25/1984,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2690,Ken Patera vs. Pat Patterson,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2691,Ivan Putski vs. Jesse Ventura,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2692,"Buddy Roberts, Michael Hayes & Terry Gordy vs. Butcher Vachon, Pete Doherty & Ron Shaw",08/25/1984,World Wrestling Federation,Best Two Out Of Three Falls Six Man Tag Team,WWF on MSG Network ,
2693,The Iron Sheik vs. Tony Garea,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2694,Ron Shaw vs. Sika,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2695,Bob Orton vs. Tito Santana,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2696,Greg Valentine vs. Hulk Hogan,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2697,Adrian Adonis & Dick Murdoch vs. Sgt. Slaughter & Terry Daniels,07/23/1984,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2698,Chief Jay Strongbow vs. Paul Orndorff,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2699,Afa vs. Rene Goulet,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2700,Adrian Adonis vs. Afa vs. Antonio Inoki vs. Bob Orton vs. Butcher Vachon vs. Charlie Fulton vs. Chief Jay Strongbow vs. Dick Murdoch vs. Jose Luis Rivera vs. Paul Orndorff vs. Rene Goulet vs. Ron Shaw vs. Samula vs. Sgt. Slaughter vs. Sika vs. Steve Lombardi vs. Terry Daniels vs. The Iron Sheik vs. Tito Santana vs. Tony Garea,07/23/1984,World Wrestling Federation,Battle Royal,WWF on MSG Network ,
2701,The Fabulous Moolah vs. Wendi Richter,07/23/1984,World Wrestling Federation,Singles,WWF The Brawl To End It All ,
2702,Jimmy Snuka vs. Roddy Piper,07/15/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2703,David Schultz vs. Hulk Hogan,06/17/1984,World Wrestling Federation,Singles,WWF ,
2704,Adrian Adonis & Dick Murdoch vs. Afa & Sika,06/16/1984,World Wrestling Federation,Best Two Out Of Three Falls,WWF on MSG Network ,
2705,Andre The Giant vs. David Schultz,06/16/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2706,Paul Orndorff vs. Salvatore Bellomo,06/16/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2707,Bob Orton vs. Chief Jay Strongbow,06/16/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2708,Greg Valentine vs. Tito Santana,06/16/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2709,Sgt. Slaughter vs. The Iron Sheik,06/16/1984,World Wrestling Federation,Boot Camp,WWF on MSG Network ,****1/2
2710,Jimmy Snuka vs. Roddy Piper,05/25/1984,World Wrestling Federation,Singles,WWF ,
2711,Paul Orndorff vs. Tito Santana,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2712,Jesse Ventura vs. Salvatore Bellomo,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2713,"Afa, Samula & Sika vs. Bobo Brazil, Rocky Johnson & SD Jones",05/21/1984,World Wrestling Federation,Six Man Tag Team,WWF on MSG Network ,
2714,The Fabulous Moolah vs. Wendi Richter,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2715,B. Brian Blair & Tony Garea vs. Mr. Fuji & Tiger Chung Lee,05/21/1984,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2716,David Schultz vs. Hulk Hogan,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2717,Sgt. Slaughter vs. The Iron Sheik,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2718,"Bobo Brazil, Rocky Johnson & SD Jones vs. David Schultz, Paul Orndorff & Roddy Piper",05/19/1984,World Wrestling Federation,Six Man Tag Team,WWF On USA Network ,
2719,Greg Valentine vs. Tito Santana,05/05/1984,World Wrestling Federation,Singles,WWF on PRISM Network ,
2720,Bob Backlund vs. Greg Valentine,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2721,The Tonga Kid vs. Tiger Chung Lee,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2722,Jose Luis Rivera vs. Rene Goulet,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2723,JJ Dillon vs. Tito Santana,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2724,Ron Shaw vs. Salvatore Bellomo,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2725,"David Schultz, Paul Orndorff & Roddy Piper vs. Ivan Putski, Rocky Johnson & Tony Atlas",04/23/1984,World Wrestling Federation,Six Man Tag Team,WWF on MSG Network ,
2726,B. Brian Blair vs. Samula,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2727,Sgt. Slaughter vs. The Iron Sheik,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2728,Peggy Lee & Wendi Richter vs. Princess Victoria & Velvet McIntyre,04/23/1984,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2729,Greg Valentine vs. Tito Santana,03/31/1984,World Wrestling Federation,Singles,WWF on PRISM Network ,
2730,Rene Goulet vs. SD Jones,03/25/1984,World Wrestling Federation,Singles,WWF ,
2731,B. Brian Blair vs. Charlie Fulton,03/25/1984,World Wrestling Federation,Singles,WWF ,
2732,Bob Backlund vs. Greg Valentine,03/25/1984,World Wrestling Federation,Singles,WWF ,
2733,Paul Orndorff vs. Tito Santana,03/25/1984,World Wrestling Federation,Singles,WWF ,
2734,Andre The Giant & Jimmy Snuka vs. David Schultz & Roddy Piper,03/25/1984,World Wrestling Federation,Tag Team,WWF ,
2735,Ivan Putski vs. The Iron Sheik,03/25/1984,World Wrestling Federation,Singles,WWF All American Wrestling ,
2736,B. Brian Blair vs. Paul Orndorff,03/23/1984,World Wrestling Federation,Singles,WWF ,
2737,Charlie Fulton vs. Jose Luis Rivera,02/20/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2738,B. Brian Blair vs. Iron Mike Sharpe,02/20/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2739,Afa vs. Tony Garea,02/20/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2740,Eddie Gilbert vs. The Iron Sheik,02/20/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2741,David Schultz & Roddy Piper vs. Invader #1 & Invader #2,02/20/1984,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2742,Andre The Giant vs. The Masked Superstar,02/20/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2743,The Magnificent Muraco vs. Tito Santana,02/20/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2744,Hulk Hogan vs. Paul Orndorff,02/20/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2745,Jimmy Snuka vs. Samula,02/20/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2746,Adrian Adonis & Dick Murdoch vs. Rocky Johnson & Tony Atlas,02/10/1984,World Wrestling Federation,Tag Team,WWF Wrestling At The Chase ,
2747,The Magnificent Muraco vs. Tito Santana,01/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2748,Jose Luis Rivera vs. Tony Garea,01/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2749,Chief Jay Strongbow vs. The Masked Superstar,01/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2750,Paul Orndorff vs. Salvatore Bellomo,01/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2751,Invader #1 & Invader #2 vs. Mr. Fuji & Tiger Chung Lee,01/23/1984,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2752,Ivan Putski vs. Sgt. Slaughter,01/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2753,"Afa, Samula & Sika vs. Andre The Giant, Rocky Johnson & Tony Atlas",01/23/1984,World Wrestling Federation,Six Man Tag Team,WWF on MSG Network ,
2754,Hulk Hogan vs. The Iron Sheik,01/23/1984,World Wrestling Federation,Singles,WWF on MSG Network ,
2755,Jose Luis Rivera vs. Rene Goulet,12/26/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2756,Salvatore Bellomo vs. Tiger Chung Lee,12/26/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2757,Arnold Skaaland & Bob Backlund vs. Captain Lou Albano & Jimmy Snuka,12/26/1983,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2758,Chief Jay Strongbow vs. Sgt. Slaughter,12/26/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2759,Ivan Putski vs. The Masked Superstar,12/26/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2760,"Afa, Samula & Sika vs. Rocky Johnson, SD Jones & Tony Atlas",12/26/1983,World Wrestling Federation,Best Two Out Of Three Falls Six Man Tag Team,WWF on MSG Network ,
2761,Ivan Koloff vs. Tito Santana,12/26/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2762,Bob Backlund vs. The Iron Sheik,12/26/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2763,Rene Goulet vs. Tony Garea,11/24/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2764,Charlie Fulton vs. Tonga Kid,11/24/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2765,Butcher Vachon vs. SD Jones,11/24/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2766,Big John Studd vs. Tito Santana,11/24/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2767,Sgt. Slaughter vs. Tony Atlas,11/24/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2768,Arnold Skaaland & Jimmy Snuka vs. Captain Lou Albano & The Magnificent Muraco,11/24/1983,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
2769,Ivan Koloff vs. Pat Patterson,11/24/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2770,Bob Backlund vs. The Iron Sheik,11/24/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2771,Afa & Sika vs. Rocky Johnson & Tony Atlas,11/15/1983,World Wrestling Federation,No Disqualification,2AW Chibattle 194 ,
2772,Rene Goulet vs. Tony Garea,10/17/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2773,SD Jones vs. Tiger Chung Lee,10/17/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2774,Iron Mike Sharpe vs. Tito Santana,10/17/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2775,Ivan Putski vs. Sgt. Slaughter,10/17/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2776,Bob Backlund vs. The Masked Superstar,10/17/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2777,Butcher Vachon & Israel Matia vs. Invader #1 & Invader #2,10/17/1983,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2778,Jimmy Snuka vs. The Magnificent Muraco,10/17/1983,World Wrestling Federation,Steel Cage,WWF on MSG Network ,
2779,Penny Mitchell vs. The Fabulous Moolah,10/04/1983,World Wrestling Federation,Singles,WWF All American Wrestling ,
2780,Bob Backlund vs. Sgt. Slaughter,09/24/1983,World Wrestling Federation,Texas Death,WWF on PRISM Network ,
2781,Jeff Craney vs. Swede Hanson,07/16/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2782,Iron Mike Sharpe vs. Tony Garea,07/16/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2783,Don Kernodle vs. Tito Santana,07/16/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2784,Jimmy Snuka vs. The Magnificent Muraco,07/16/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2785,SD Jones vs. Sgt. Slaughter,07/16/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2786,Frank Williams & Mr. Fuji vs. Invader #1 & Invader #2,07/16/1983,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
2787,"Afa, Big John Studd, Samula & Sika vs. Andre The Giant, Chief Jay Strongbow, Ivan Putski & Rocky Johnson",07/16/1983,World Wrestling Federation,Best Three Out Of Five Falls Eight Man Man Tag Team,WWF on PRISM Network ,
2788,Baron Mikel Scicluna vs. Don Kernodle,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2789,Jose Luis Rivera vs. Pete Doherty,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2790,Ivan Koloff vs. Jules Strongbow,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2791,Salvatore Bellomo vs. Swede Hanson,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2792,Chief Jay Strongbow vs. Iron Mike Sharpe,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2793,Bob Backlund vs. Sgt. Slaughter,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2794,Dusty Rhodes vs. Samula,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2795,Leilani Kai vs. Susan Starr,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2796,Princess Victoria vs. The Fabulous Moolah,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2797,Rocky Johnson vs. The Magnificent Muraco,05/23/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2798,Baron Mikel Scicluna vs. Eddie Gilbert,04/30/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2799,Ray Stevens vs. Tony Garea,04/30/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2800,Andre The Giant & Rocky Johnson vs. Big John Studd & The Magnificent Muraco,04/30/1983,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
2801,Ivan Koloff vs. SD Jones,04/30/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2802,Bob Backlund vs. Iron Mike Sharpe,04/30/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2803,Jose Estrada vs. Salvatore Bellomo,04/30/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2804,Johnny Rodz vs. Mr. Fuji,04/30/1983,World Wrestling Federation,Singles,WWF on PRISM Network ,
2805,Afa & Samula vs. Chief Jay Strongbow & Jules Strongbow,04/30/1983,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
2806,Baron Mikel Scicluna vs. Salvatore Bellomo,04/25/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2807,Mr. Fuji vs. SD Jones,04/25/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2808,Iron Mike Sharpe vs. Johnny Rodz,04/25/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2809,Ray Stevens vs. Tony Garea,04/25/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2810,Afa & Samula vs. Chief Jay Strongbow & Jules Strongbow,04/25/1983,World Wrestling Federation,Best Two Out Of Three Falls,WWF on MSG Network ,
2811,Rocky Johnson vs. The Magnificent Muraco,04/25/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2812,Andre The Giant vs. Big John Studd,04/25/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2813,Bob Backlund vs. Ivan Koloff,04/25/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2814,Eddie Gilbert vs. Jose Estrada,04/25/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
2815,Baron Mikel Scicluna vs. Jose Luis Rivera,03/20/1983,World Wrestling Federation,Singles,WWF on MSG Network ,
